"location_name","location","indicator","value","source"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",3,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",3,"TESSy COVID-19"
"Croatia","HR","deaths",3,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",9,"TESSy COVID-19"
"Croatia","HR","deaths",11,"TESSy COVID-19"
"Croatia","HR","deaths",32,"TESSy COVID-19"
"Croatia","HR","deaths",39,"TESSy COVID-19"
"Croatia","HR","deaths",164,"TESSy COVID-19"
"Croatia","HR","deaths",133,"TESSy COVID-19"
"Croatia","HR","deaths",75,"TESSy COVID-19"
"Croatia","HR","deaths",41,"TESSy COVID-19"
"Croatia","HR","deaths",38,"TESSy COVID-19"
"Croatia","HR","deaths",35,"TESSy COVID-19"
"Croatia","HR","deaths",17,"TESSy COVID-19"
"Croatia","HR","deaths",29,"TESSy COVID-19"
"Croatia","HR","deaths",25,"TESSy COVID-19"
"Croatia","HR","deaths",141,"TESSy COVID-19"
"Croatia","HR","deaths",260,"TESSy COVID-19"
"Croatia","HR","deaths",182,"TESSy COVID-19"
"Croatia","HR","deaths",228,"TESSy COVID-19"
"Croatia","HR","deaths",284,"TESSy COVID-19"
"Croatia","HR","deaths",125,"TESSy COVID-19"
"Croatia","HR","deaths",57,"TESSy COVID-19"
"Croatia","HR","deaths",117,"TESSy COVID-19"
"Croatia","HR","deaths",8,"TESSy COVID-19"
"Croatia","HR","deaths",22,"TESSy COVID-19"
"Croatia","HR","deaths",21,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",7,"TESSy COVID-19"
"Croatia","HR","deaths",12,"TESSy COVID-19"
"Croatia","HR","deaths",12,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",1,"TESSy COVID-19"
"Croatia","HR","deaths",1,"TESSy COVID-19"
"Croatia","HR","deaths",2,"TESSy COVID-19"
"Croatia","HR","deaths",2,"TESSy COVID-19"
"Croatia","HR","deaths",2,"TESSy COVID-19"
"Croatia","HR","deaths",3,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",9,"TESSy COVID-19"
"Croatia","HR","deaths",7,"TESSy COVID-19"
"Croatia","HR","deaths",7,"TESSy COVID-19"
"Croatia","HR","deaths",2,"TESSy COVID-19"
"Croatia","HR","deaths",15,"TESSy COVID-19"
"Croatia","HR","deaths",8,"TESSy COVID-19"
"Croatia","HR","deaths",8,"TESSy COVID-19"
"Croatia","HR","deaths",20,"TESSy COVID-19"
"Croatia","HR","deaths",13,"TESSy COVID-19"
"Croatia","HR","deaths",9,"TESSy COVID-19"
"Croatia","HR","deaths",6,"TESSy COVID-19"
"Croatia","HR","deaths",7,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",12,"TESSy COVID-19"
"Croatia","HR","deaths",5,"TESSy COVID-19"
"Croatia","HR","deaths",55,"TESSy COVID-19"
"Croatia","HR","deaths",32,"TESSy COVID-19"
"Croatia","HR","deaths",40,"TESSy COVID-19"
"Croatia","HR","deaths",35,"TESSy COVID-19"
"Croatia","HR","deaths",50,"TESSy COVID-19"
"Croatia","HR","deaths",52,"TESSy COVID-19"
"Croatia","HR","deaths",52,"TESSy COVID-19"
"Croatia","HR","deaths",NA,"TESSy COVID-19"
"Croatia","HR","deaths",75,"TESSy COVID-19"
"Croatia","HR","deaths",62,"TESSy COVID-19"
"Croatia","HR","deaths",83,"TESSy COVID-19"
"Croatia","HR","deaths",50,"TESSy COVID-19"
"Croatia","HR","deaths",48,"TESSy COVID-19"
"Croatia","HR","deaths",32,"TESSy COVID-19"
"Croatia","HR","deaths",NA,"TESSy COVID-19"
"Croatia","HR","deaths",NA,"TESSy COVID-19"
"Croatia","HR","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",NA,"TESSy COVID-19"
"Cyprus","CY","cases",1,"TESSy COVID-19"
"Cyprus","CY","cases",32,"TESSy COVID-19"
"Cyprus","CY","cases",82,"TESSy COVID-19"
"Cyprus","CY","cases",141,"TESSy COVID-19"
"Cyprus","CY","cases",232,"TESSy COVID-19"
"Cyprus","CY","cases",180,"TESSy COVID-19"
"Cyprus","CY","cases",106,"TESSy COVID-19"
"Cyprus","CY","cases",48,"TESSy COVID-19"
"Cyprus","CY","cases",51,"TESSy COVID-19"
"Cyprus","CY","cases",30,"TESSy COVID-19"
"Cyprus","CY","cases",15,"TESSy COVID-19"
"Cyprus","CY","cases",20,"TESSy COVID-19"
"Cyprus","CY","cases",10,"TESSy COVID-19"
"Cyprus","CY","cases",22,"TESSy COVID-19"
"Cyprus","CY","cases",15,"TESSy COVID-19"
"Cyprus","CY","cases",5,"TESSy COVID-19"
"Cyprus","CY","cases",6,"TESSy COVID-19"
"Cyprus","CY","cases",10,"TESSy COVID-19"
"Cyprus","CY","cases",17,"TESSy COVID-19"
"Cyprus","CY","cases",17,"TESSy COVID-19"
"Cyprus","CY","cases",21,"TESSy COVID-19"
"Cyprus","CY","cases",97,"TESSy COVID-19"
"Cyprus","CY","cases",88,"TESSy COVID-19"
"Cyprus","CY","cases",102,"TESSy COVID-19"
"Cyprus","CY","cases",76,"TESSy COVID-19"
"Cyprus","CY","cases",66,"TESSy COVID-19"
"Cyprus","CY","cases",21,"TESSy COVID-19"
"Cyprus","CY","cases",23,"TESSy COVID-19"
"Cyprus","CY","cases",70,"TESSy COVID-19"
"Cyprus","CY","cases",101,"TESSy COVID-19"
"Cyprus","CY","cases",134,"TESSy COVID-19"
"Cyprus","CY","cases",179,"TESSy COVID-19"
"Cyprus","CY","cases",646,"TESSy COVID-19"
"Cyprus","CY","cases",933,"TESSy COVID-19"
"Cyprus","CY","cases",1050,"TESSy COVID-19"
"Cyprus","CY","cases",1394,"TESSy COVID-19"
"Cyprus","CY","cases",1205,"TESSy COVID-19"
"Cyprus","CY","cases",1635,"TESSy COVID-19"
"Cyprus","CY","cases",1728,"TESSy COVID-19"
"Cyprus","CY","cases",2411,"TESSy COVID-19"
"Cyprus","CY","cases",2599,"TESSy COVID-19"
"Cyprus","CY","cases",2538,"TESSy COVID-19"
"Cyprus","CY","cases",2179,"TESSy COVID-19"
"Cyprus","CY","cases",2788,"TESSy COVID-19"
"Cyprus","CY","cases",3835,"TESSy COVID-19"
"Cyprus","CY","cases",4136,"TESSy COVID-19"
"Cyprus","CY","cases",1659,"TESSy COVID-19"
"Cyprus","CY","cases",989,"TESSy COVID-19"
"Cyprus","CY","cases",800,"TESSy COVID-19"
"Cyprus","CY","cases",817,"TESSy COVID-19"
"Cyprus","CY","cases",694,"TESSy COVID-19"
"Cyprus","CY","cases",709,"TESSy COVID-19"
"Cyprus","CY","cases",1228,"TESSy COVID-19"
"Cyprus","CY","cases",1834,"TESSy COVID-19"
"Cyprus","CY","cases",2629,"TESSy COVID-19"
"Cyprus","CY","cases",2520,"TESSy COVID-19"
"Cyprus","CY","cases",2358,"TESSy COVID-19"
"Cyprus","CY","cases",2967,"TESSy COVID-19"
"Cyprus","CY","cases",3785,"TESSy COVID-19"
"Cyprus","CY","cases",4446,"TESSy COVID-19"
"Cyprus","CY","cases",6025,"TESSy COVID-19"
"Cyprus","CY","cases",4574,"TESSy COVID-19"
"Cyprus","CY","cases",2918,"TESSy COVID-19"
"Cyprus","CY","cases",1660,"TESSy COVID-19"
"Cyprus","CY","cases",945,"TESSy COVID-19"
"Cyprus","CY","cases",529,"TESSy COVID-19"
"Cyprus","CY","cases",411,"TESSy COVID-19"
"Cyprus","CY","cases",408,"TESSy COVID-19"
"Cyprus","CY","cases",474,"TESSy COVID-19"
"Cyprus","CY","cases",1106,"TESSy COVID-19"
"Cyprus","CY","cases",3292,"TESSy COVID-19"
"Cyprus","CY","cases",6651,"TESSy COVID-19"
"Cyprus","CY","cases",8193,"TESSy COVID-19"
"Cyprus","CY","cases",7307,"TESSy COVID-19"
"Cyprus","CY","cases",5379,"TESSy COVID-19"
"Cyprus","CY","cases",3449,"TESSy COVID-19"
"Cyprus","CY","cases",2972,"TESSy COVID-19"
"Cyprus","CY","cases",2218,"TESSy COVID-19"
"Cyprus","CY","cases",1801,"TESSy COVID-19"
"Cyprus","CY","cases",1526,"TESSy COVID-19"
"Cyprus","CY","cases",1066,"TESSy COVID-19"
"Cyprus","CY","cases",876,"TESSy COVID-19"
"Cyprus","CY","cases",702,"TESSy COVID-19"
"Cyprus","CY","cases",634,"TESSy COVID-19"
"Cyprus","CY","cases",720,"TESSy COVID-19"
"Cyprus","CY","cases",885,"TESSy COVID-19"
"Cyprus","CY","cases",941,"TESSy COVID-19"
"Cyprus","CY","cases",996,"TESSy COVID-19"
"Cyprus","CY","cases",1413,"TESSy COVID-19"
"Cyprus","CY","cases",1617,"TESSy COVID-19"
"Cyprus","CY","cases",2396,"TESSy COVID-19"
"Cyprus","CY","cases",2921,"TESSy COVID-19"
"Cyprus","CY","cases",3571,"TESSy COVID-19"
"Cyprus","CY","cases",3847,"TESSy COVID-19"
"Cyprus","CY","cases",4166,"TESSy COVID-19"
"Cyprus","CY","cases",5156,"TESSy COVID-19"
"Cyprus","CY","cases",16653,"TESSy COVID-19"
"Cyprus","CY","cases",33898,"TESSy COVID-19"
"Cyprus","CY","cases",21086,"TESSy COVID-19"
"Cyprus","CY","cases",14898,"TESSy COVID-19"
"Cyprus","CY","cases",16399,"TESSy COVID-19"
"Cyprus","CY","cases",19532,"TESSy COVID-19"
"Cyprus","CY","cases",17952,"TESSy COVID-19"
"Cyprus","CY","cases",15847,"TESSy COVID-19"
"Cyprus","CY","cases",13681,"TESSy COVID-19"
"Cyprus","CY","cases",13289,"TESSy COVID-19"
"Cyprus","CY","cases",18866,"TESSy COVID-19"
"Cyprus","CY","cases",23838,"TESSy COVID-19"
"Cyprus","CY","cases",31379,"TESSy COVID-19"
"Cyprus","CY","cases",30537,"TESSy COVID-19"
"Cyprus","CY","cases",18254,"TESSy COVID-19"
"Cyprus","CY","cases",9054,"TESSy COVID-19"
"Cyprus","CY","cases",4889,"TESSy COVID-19"
"Cyprus","CY","cases",3659,"TESSy COVID-19"
"Cyprus","CY","cases",2619,"TESSy COVID-19"
"Cyprus","CY","cases",2131,"TESSy COVID-19"
"Cyprus","CY","cases",1837,"TESSy COVID-19"
"Cyprus","CY","cases",1644,"TESSy COVID-19"
"Cyprus","CY","cases",1736,"TESSy COVID-19"
"Cyprus","CY","cases",2264,"TESSy COVID-19"
"Cyprus","CY","cases",4266,"TESSy COVID-19"
"Cyprus","CY","cases",7884,"TESSy COVID-19"
"Cyprus","CY","cases",11779,"TESSy COVID-19"
"Cyprus","CY","cases",15093,"TESSy COVID-19"
"Cyprus","CY","cases",13509,"TESSy COVID-19"
"Cyprus","CY","cases",8581,"TESSy COVID-19"
"Cyprus","CY","cases",5938,"TESSy COVID-19"
"Cyprus","CY","cases",4825,"TESSy COVID-19"
"Cyprus","CY","cases",2905,"TESSy COVID-19"
"Cyprus","CY","cases",2068,"TESSy COVID-19"
"Cyprus","CY","cases",1979,"TESSy COVID-19"
"Cyprus","CY","cases",1788,"TESSy COVID-19"
"Cyprus","CY","cases",1915,"TESSy COVID-19"
"Cyprus","CY","cases",2585,"TESSy COVID-19"
"Cyprus","CY","cases",2851,"TESSy COVID-19"
"Cyprus","CY","cases",2602,"TESSy COVID-19"
"Cyprus","CY","cases",2712,"TESSy COVID-19"
"Cyprus","CY","cases",2787,"TESSy COVID-19"
"Cyprus","CY","cases",2629,"TESSy COVID-19"
"Cyprus","CY","cases",2731,"TESSy COVID-19"
"Cyprus","CY","cases",3750,"TESSy COVID-19"
"Cyprus","CY","cases",3446,"TESSy COVID-19"
"Cyprus","CY","cases",3751,"TESSy COVID-19"
"Cyprus","CY","cases",4061,"TESSy COVID-19"
"Cyprus","CY","cases",4033,"TESSy COVID-19"
"Cyprus","CY","cases",3539,"TESSy COVID-19"
"Cyprus","CY","cases",3229,"TESSy COVID-19"
"Cyprus","CY","cases",2649,"TESSy COVID-19"
"Cyprus","CY","cases",2756,"TESSy COVID-19"
"Cyprus","CY","cases",3320,"TESSy COVID-19"
"Cyprus","CY","cases",3206,"TESSy COVID-19"
"Cyprus","CY","cases",2287,"TESSy COVID-19"
"Cyprus","CY","cases",1685,"TESSy COVID-19"
"Cyprus","CY","cases",1389,"TESSy COVID-19"
"Cyprus","CY","cases",1273,"TESSy COVID-19"
"Cyprus","CY","cases",1621,"TESSy COVID-19"
"Cyprus","CY","cases",2075,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",NA,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",0,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",21,"TESSy COVID-19"
"Cyprus","CY","deaths",19,"TESSy COVID-19"
"Cyprus","CY","deaths",21,"TESSy COVID-19"
"Cyprus","CY","deaths",18,"TESSy COVID-19"
"Cyprus","CY","deaths",16,"TESSy COVID-19"
"Cyprus","CY","deaths",23,"TESSy COVID-19"
"Cyprus","CY","deaths",35,"TESSy COVID-19"
"Cyprus","CY","deaths",25,"TESSy COVID-19"
"Cyprus","CY","deaths",28,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",24,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",5,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",18,"TESSy COVID-19"
"Cyprus","CY","deaths",20,"TESSy COVID-19"
"Cyprus","CY","deaths",21,"TESSy COVID-19"
"Cyprus","CY","deaths",14,"TESSy COVID-19"
"Cyprus","CY","deaths",20,"TESSy COVID-19"
"Cyprus","CY","deaths",25,"TESSy COVID-19"
"Cyprus","CY","deaths",16,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",23,"TESSy COVID-19"
"Cyprus","CY","deaths",31,"TESSy COVID-19"
"Cyprus","CY","deaths",22,"TESSy COVID-19"
"Cyprus","CY","deaths",29,"TESSy COVID-19"
"Cyprus","CY","deaths",28,"TESSy COVID-19"
"Cyprus","CY","deaths",26,"TESSy COVID-19"
"Cyprus","CY","deaths",16,"TESSy COVID-19"
"Cyprus","CY","deaths",19,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",6,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",6,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",14,"TESSy COVID-19"
"Cyprus","CY","deaths",13,"TESSy COVID-19"
"Cyprus","CY","deaths",14,"TESSy COVID-19"
"Cyprus","CY","deaths",22,"TESSy COVID-19"
"Cyprus","CY","deaths",23,"TESSy COVID-19"
"Cyprus","CY","deaths",34,"TESSy COVID-19"
"Cyprus","CY","deaths",31,"TESSy COVID-19"
"Cyprus","CY","deaths",19,"TESSy COVID-19"
"Cyprus","CY","deaths",37,"TESSy COVID-19"
"Cyprus","CY","deaths",34,"TESSy COVID-19"
"Cyprus","CY","deaths",32,"TESSy COVID-19"
"Cyprus","CY","deaths",24,"TESSy COVID-19"
"Cyprus","CY","deaths",27,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",23,"TESSy COVID-19"
"Cyprus","CY","deaths",29,"TESSy COVID-19"
"Cyprus","CY","deaths",27,"TESSy COVID-19"
"Cyprus","CY","deaths",31,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",22,"TESSy COVID-19"
"Cyprus","CY","deaths",10,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",5,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",5,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",13,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",13,"TESSy COVID-19"
"Cyprus","CY","deaths",6,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",15,"TESSy COVID-19"
"Cyprus","CY","deaths",11,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",6,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",6,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",9,"TESSy COVID-19"
"Cyprus","CY","deaths",12,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",5,"TESSy COVID-19"
"Cyprus","CY","deaths",2,"TESSy COVID-19"
"Cyprus","CY","deaths",5,"TESSy COVID-19"
"Cyprus","CY","deaths",8,"TESSy COVID-19"
"Cyprus","CY","deaths",10,"TESSy COVID-19"
"Cyprus","CY","deaths",7,"TESSy COVID-19"
"Cyprus","CY","deaths",1,"TESSy COVID-19"
"Cyprus","CY","deaths",3,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Cyprus","CY","deaths",4,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",0,"TESSy COVID-19"
"Czechia","CZ","cases",3,"TESSy COVID-19"
"Czechia","CZ","cases",30,"TESSy COVID-19"
"Czechia","CZ","cases",266,"TESSy COVID-19"
"Czechia","CZ","cases",866,"TESSy COVID-19"
"Czechia","CZ","cases",1661,"TESSy COVID-19"
"Czechia","CZ","cases",1773,"TESSy COVID-19"
"Czechia","CZ","cases",1405,"TESSy COVID-19"
"Czechia","CZ","cases",755,"TESSy COVID-19"
"Czechia","CZ","cases",658,"TESSy COVID-19"
"Czechia","CZ","cases",379,"TESSy COVID-19"
"Czechia","CZ","cases",344,"TESSy COVID-19"
"Czechia","CZ","cases",359,"TESSy COVID-19"
"Czechia","CZ","cases",486,"TESSy COVID-19"
"Czechia","CZ","cases",318,"TESSy COVID-19"
"Czechia","CZ","cases",367,"TESSy COVID-19"
"Czechia","CZ","cases",399,"TESSy COVID-19"
"Czechia","CZ","cases",475,"TESSy COVID-19"
"Czechia","CZ","cases",1106,"TESSy COVID-19"
"Czechia","CZ","cases",910,"TESSy COVID-19"
"Czechia","CZ","cases",656,"TESSy COVID-19"
"Czechia","CZ","cases",771,"TESSy COVID-19"
"Czechia","CZ","cases",1375,"TESSy COVID-19"
"Czechia","CZ","cases",1454,"TESSy COVID-19"
"Czechia","CZ","cases",1567,"TESSy COVID-19"
"Czechia","CZ","cases",1657,"TESSy COVID-19"
"Czechia","CZ","cases",1907,"TESSy COVID-19"
"Czechia","CZ","cases",2449,"TESSy COVID-19"
"Czechia","CZ","cases",3784,"TESSy COVID-19"
"Czechia","CZ","cases",8033,"TESSy COVID-19"
"Czechia","CZ","cases",13099,"TESSy COVID-19"
"Czechia","CZ","cases",15306,"TESSy COVID-19"
"Czechia","CZ","cases",17864,"TESSy COVID-19"
"Czechia","CZ","cases",34665,"TESSy COVID-19"
"Czechia","CZ","cases",56775,"TESSy COVID-19"
"Czechia","CZ","cases",84210,"TESSy COVID-19"
"Czechia","CZ","cases",83550,"TESSy COVID-19"
"Czechia","CZ","cases",73172,"TESSy COVID-19"
"Czechia","CZ","cases",45344,"TESSy COVID-19"
"Czechia","CZ","cases",32156,"TESSy COVID-19"
"Czechia","CZ","cases",27421,"TESSy COVID-19"
"Czechia","CZ","cases",27109,"TESSy COVID-19"
"Czechia","CZ","cases",34259,"TESSy COVID-19"
"Czechia","CZ","cases",46543,"TESSy COVID-19"
"Czechia","CZ","cases",46905,"TESSy COVID-19"
"Czechia","CZ","cases",72541,"TESSy COVID-19"
"Czechia","CZ","cases",90140,"TESSy COVID-19"
"Czechia","CZ","cases",56497,"TESSy COVID-19"
"Czechia","CZ","cases",48223,"TESSy COVID-19"
"Czechia","CZ","cases",47437,"TESSy COVID-19"
"Czechia","CZ","cases",50109,"TESSy COVID-19"
"Czechia","CZ","cases",53555,"TESSy COVID-19"
"Czechia","CZ","cases",66344,"TESSy COVID-19"
"Czechia","CZ","cases",82987,"TESSy COVID-19"
"Czechia","CZ","cases",85393,"TESSy COVID-19"
"Czechia","CZ","cases",77261,"TESSy COVID-19"
"Czechia","CZ","cases",65080,"TESSy COVID-19"
"Czechia","CZ","cases",49506,"TESSy COVID-19"
"Czechia","CZ","cases",37063,"TESSy COVID-19"
"Czechia","CZ","cases",27425,"TESSy COVID-19"
"Czechia","CZ","cases",21559,"TESSy COVID-19"
"Czechia","CZ","cases",17508,"TESSy COVID-19"
"Czechia","CZ","cases",14439,"TESSy COVID-19"
"Czechia","CZ","cases",10861,"TESSy COVID-19"
"Czechia","CZ","cases",7657,"TESSy COVID-19"
"Czechia","CZ","cases",5020,"TESSy COVID-19"
"Czechia","CZ","cases",3211,"TESSy COVID-19"
"Czechia","CZ","cases",2360,"TESSy COVID-19"
"Czechia","CZ","cases",1429,"TESSy COVID-19"
"Czechia","CZ","cases",943,"TESSy COVID-19"
"Czechia","CZ","cases",698,"TESSy COVID-19"
"Czechia","CZ","cases",1017,"TESSy COVID-19"
"Czechia","CZ","cases",1362,"TESSy COVID-19"
"Czechia","CZ","cases",1611,"TESSy COVID-19"
"Czechia","CZ","cases",1353,"TESSy COVID-19"
"Czechia","CZ","cases",1191,"TESSy COVID-19"
"Czechia","CZ","cases",1203,"TESSy COVID-19"
"Czechia","CZ","cases",1283,"TESSy COVID-19"
"Czechia","CZ","cases",1302,"TESSy COVID-19"
"Czechia","CZ","cases",1320,"TESSy COVID-19"
"Czechia","CZ","cases",1757,"TESSy COVID-19"
"Czechia","CZ","cases",2608,"TESSy COVID-19"
"Czechia","CZ","cases",3070,"TESSy COVID-19"
"Czechia","CZ","cases",3271,"TESSy COVID-19"
"Czechia","CZ","cases",4505,"TESSy COVID-19"
"Czechia","CZ","cases",5992,"TESSy COVID-19"
"Czechia","CZ","cases",9626,"TESSy COVID-19"
"Czechia","CZ","cases",21542,"TESSy COVID-19"
"Czechia","CZ","cases",34410,"TESSy COVID-19"
"Czechia","CZ","cases",53547,"TESSy COVID-19"
