"location_name","location","indicator","value","source"
"Italy","IT","cases",149565,"TESSy COVID-19"
"Italy","IT","cases",144652,"TESSy COVID-19"
"Italy","IT","cases",131745,"TESSy COVID-19"
"Italy","IT","cases",100958,"TESSy COVID-19"
"Italy","IT","cases",98019,"TESSy COVID-19"
"Italy","IT","cases",91503,"TESSy COVID-19"
"Italy","IT","cases",78153,"TESSy COVID-19"
"Italy","IT","cases",63853,"TESSy COVID-19"
"Italy","IT","cases",44499,"TESSy COVID-19"
"Italy","IT","cases",30575,"TESSy COVID-19"
"Italy","IT","cases",22476,"TESSy COVID-19"
"Italy","IT","cases",16155,"TESSy COVID-19"
"Italy","IT","cases",11608,"TESSy COVID-19"
"Italy","IT","cases",7437,"TESSy COVID-19"
"Italy","IT","cases",5298,"TESSy COVID-19"
"Italy","IT","cases",5675,"TESSy COVID-19"
"Italy","IT","cases",8859,"TESSy COVID-19"
"Italy","IT","cases",18921,"TESSy COVID-19"
"Italy","IT","cases",31370,"TESSy COVID-19"
"Italy","IT","cases",38498,"TESSy COVID-19"
"Italy","IT","cases",42647,"TESSy COVID-19"
"Italy","IT","cases",43286,"TESSy COVID-19"
"Italy","IT","cases",45451,"TESSy COVID-19"
"Italy","IT","cases",46174,"TESSy COVID-19"
"Italy","IT","cases",40092,"TESSy COVID-19"
"Italy","IT","cases",33106,"TESSy COVID-19"
"Italy","IT","cases",28970,"TESSy COVID-19"
"Italy","IT","cases",23737,"TESSy COVID-19"
"Italy","IT","cases",20972,"TESSy COVID-19"
"Italy","IT","cases",18113,"TESSy COVID-19"
"Italy","IT","cases",18019,"TESSy COVID-19"
"Italy","IT","cases",25551,"TESSy COVID-19"
"Italy","IT","cases",32330,"TESSy COVID-19"
"Italy","IT","cases",39096,"TESSy COVID-19"
"Italy","IT","cases",54126,"TESSy COVID-19"
"Italy","IT","cases",69454,"TESSy COVID-19"
"Italy","IT","cases",86734,"TESSy COVID-19"
"Italy","IT","cases",105099,"TESSy COVID-19"
"Italy","IT","cases",123962,"TESSy COVID-19"
"Italy","IT","cases",174002,"TESSy COVID-19"
"Italy","IT","cases",297421,"TESSy COVID-19"
"Italy","IT","cases",827883,"TESSy COVID-19"
"Italy","IT","cases",1224530,"TESSy COVID-19"
"Italy","IT","cases",1217521,"TESSy COVID-19"
"Italy","IT","cases",1173450,"TESSy COVID-19"
"Italy","IT","cases",940126,"TESSy COVID-19"
"Italy","IT","cases",668807,"TESSy COVID-19"
"Italy","IT","cases",462678,"TESSy COVID-19"
"Italy","IT","cases",357843,"TESSy COVID-19"
"Italy","IT","cases",286208,"TESSy COVID-19"
"Italy","IT","cases",274695,"TESSy COVID-19"
"Italy","IT","cases",366192,"TESSy COVID-19"
"Italy","IT","cases",503430,"TESSy COVID-19"
"Italy","IT","cases",505574,"TESSy COVID-19"
"Italy","IT","cases",494335,"TESSy COVID-19"
"Italy","IT","cases",449310,"TESSy COVID-19"
"Italy","IT","cases",415038,"TESSy COVID-19"
"Italy","IT","cases",438578,"TESSy COVID-19"
"Italy","IT","cases",361936,"TESSy COVID-19"
"Italy","IT","cases",297314,"TESSy COVID-19"
"Italy","IT","cases",258668,"TESSy COVID-19"
"Italy","IT","cases",187936,"TESSy COVID-19"
"Italy","IT","cases",139449,"TESSy COVID-19"
"Italy","IT","cases",119643,"TESSy COVID-19"
"Italy","IT","cases",152599,"TESSy COVID-19"
"Italy","IT","cases",239108,"TESSy COVID-19"
"Italy","IT","cases",371137,"TESSy COVID-19"
"Italy","IT","cases",555773,"TESSy COVID-19"
"Italy","IT","cases",689061,"TESSy COVID-19"
"Italy","IT","cases",664536,"TESSy COVID-19"
"Italy","IT","cases",509900,"TESSy COVID-19"
"Italy","IT","cases",378343,"TESSy COVID-19"
"Italy","IT","cases",267234,"TESSy COVID-19"
"Italy","IT","cases",183773,"TESSy COVID-19"
"Italy","IT","cases",151524,"TESSy COVID-19"
"Italy","IT","cases",155257,"TESSy COVID-19"
"Italy","IT","cases",130566,"TESSy COVID-19"
"Italy","IT","cases",110073,"TESSy COVID-19"
"Italy","IT","cases",116529,"TESSy COVID-19"
"Italy","IT","cases",147098,"TESSy COVID-19"
"Italy","IT","cases",233279,"TESSy COVID-19"
"Italy","IT","cases",292715,"TESSy COVID-19"
"Italy","IT","cases",283561,"TESSy COVID-19"
"Italy","IT","cases",247146,"TESSy COVID-19"
"Italy","IT","cases",197403,"TESSy COVID-19"
"Italy","IT","cases",168042,"TESSy COVID-19"
"Italy","IT","cases",185315,"TESSy COVID-19"
"Italy","IT","cases",226210,"TESSy COVID-19"
"Italy","IT","cases",225614,"TESSy COVID-19"
"Italy","IT","cases",226866,"TESSy COVID-19"
"Italy","IT","cases",193392,"TESSy COVID-19"
"Italy","IT","cases",161926,"TESSy COVID-19"
"Italy","IT","cases",127619,"TESSy COVID-19"
"Italy","IT","cases",133292,"TESSy COVID-19"
"Italy","IT","cases",104187,"TESSy COVID-19"
"Italy","IT","cases",67661,"TESSy COVID-19"
"Italy","IT","cases",43725,"TESSy COVID-19"
"Italy","IT","cases",34277,"TESSy COVID-19"
"Italy","IT","cases",32004,"TESSy COVID-19"
"Italy","IT","cases",28449,"TESSy COVID-19"
"Italy","IT","cases",29045,"TESSy COVID-19"
"Italy","IT","cases",21286,"TESSy COVID-19"
"Italy","IT","deaths",NA,"TESSy COVID-19"
"Italy","IT","deaths",NA,"TESSy COVID-19"
"Italy","IT","deaths",NA,"TESSy COVID-19"
"Italy","IT","deaths",NA,"TESSy COVID-19"
"Italy","IT","deaths",0,"TESSy COVID-19"
"Italy","IT","deaths",0,"TESSy COVID-19"
"Italy","IT","deaths",NA,"TESSy COVID-19"
"Italy","IT","deaths",8,"TESSy COVID-19"
"Italy","IT","deaths",81,"TESSy COVID-19"
"Italy","IT","deaths",678,"TESSy COVID-19"
"Italy","IT","deaths",2405,"TESSy COVID-19"
"Italy","IT","deaths",4771,"TESSy COVID-19"
"Italy","IT","deaths",5936,"TESSy COVID-19"
"Italy","IT","deaths",4790,"TESSy COVID-19"
"Italy","IT","deaths",4142,"TESSy COVID-19"
"Italy","IT","deaths",3471,"TESSy COVID-19"
"Italy","IT","deaths",2652,"TESSy COVID-19"
"Italy","IT","deaths",1998,"TESSy COVID-19"
"Italy","IT","deaths",1423,"TESSy COVID-19"
"Italy","IT","deaths",1027,"TESSy COVID-19"
"Italy","IT","deaths",671,"TESSy COVID-19"
"Italy","IT","deaths",463,"TESSy COVID-19"
"Italy","IT","deaths",443,"TESSy COVID-19"
"Italy","IT","deaths",271,"TESSy COVID-19"
"Italy","IT","deaths",277,"TESSy COVID-19"
"Italy","IT","deaths",208,"TESSy COVID-19"
"Italy","IT","deaths",109,"TESSy COVID-19"
"Italy","IT","deaths",88,"TESSy COVID-19"
"Italy","IT","deaths",91,"TESSy COVID-19"
"Italy","IT","deaths",70,"TESSy COVID-19"
"Italy","IT","deaths",57,"TESSy COVID-19"
"Italy","IT","deaths",48,"TESSy COVID-19"
"Italy","IT","deaths",55,"TESSy COVID-19"
"Italy","IT","deaths",43,"TESSy COVID-19"
"Italy","IT","deaths",43,"TESSy COVID-19"
"Italy","IT","deaths",80,"TESSy COVID-19"
"Italy","IT","deaths",81,"TESSy COVID-19"
"Italy","IT","deaths",130,"TESSy COVID-19"
"Italy","IT","deaths",153,"TESSy COVID-19"
"Italy","IT","deaths",162,"TESSy COVID-19"
"Italy","IT","deaths",291,"TESSy COVID-19"
"Italy","IT","deaths",593,"TESSy COVID-19"
"Italy","IT","deaths",1165,"TESSy COVID-19"
"Italy","IT","deaths",2217,"TESSy COVID-19"
"Italy","IT","deaths",3559,"TESSy COVID-19"
"Italy","IT","deaths",4850,"TESSy COVID-19"
"Italy","IT","deaths",5493,"TESSy COVID-19"
"Italy","IT","deaths",5414,"TESSy COVID-19"
"Italy","IT","deaths",4829,"TESSy COVID-19"
"Italy","IT","deaths",4460,"TESSy COVID-19"
"Italy","IT","deaths",4077,"TESSy COVID-19"
"Italy","IT","deaths",3384,"TESSy COVID-19"
"Italy","IT","deaths",3292,"TESSy COVID-19"
"Italy","IT","deaths",3343,"TESSy COVID-19"
"Italy","IT","deaths",3290,"TESSy COVID-19"
"Italy","IT","deaths",3152,"TESSy COVID-19"
"Italy","IT","deaths",2851,"TESSy COVID-19"
"Italy","IT","deaths",2579,"TESSy COVID-19"
"Italy","IT","deaths",2126,"TESSy COVID-19"
"Italy","IT","deaths",2085,"TESSy COVID-19"
"Italy","IT","deaths",2061,"TESSy COVID-19"
"Italy","IT","deaths",2271,"TESSy COVID-19"
"Italy","IT","deaths",2504,"TESSy COVID-19"
"Italy","IT","deaths",2897,"TESSy COVID-19"
"Italy","IT","deaths",3036,"TESSy COVID-19"
"Italy","IT","deaths",3116,"TESSy COVID-19"
"Italy","IT","deaths",2988,"TESSy COVID-19"
"Italy","IT","deaths",2486,"TESSy COVID-19"
"Italy","IT","deaths",2280,"TESSy COVID-19"
"Italy","IT","deaths",1845,"TESSy COVID-19"
"Italy","IT","deaths",1483,"TESSy COVID-19"
"Italy","IT","deaths",1171,"TESSy COVID-19"
"Italy","IT","deaths",823,"TESSy COVID-19"
"Italy","IT","deaths",593,"TESSy COVID-19"
"Italy","IT","deaths",422,"TESSy COVID-19"
"Italy","IT","deaths",296,"TESSy COVID-19"
"Italy","IT","deaths",214,"TESSy COVID-19"
"Italy","IT","deaths",140,"TESSy COVID-19"
"Italy","IT","deaths",106,"TESSy COVID-19"
"Italy","IT","deaths",80,"TESSy COVID-19"
"Italy","IT","deaths",68,"TESSy COVID-19"
"Italy","IT","deaths",73,"TESSy COVID-19"
"Italy","IT","deaths",92,"TESSy COVID-19"
"Italy","IT","deaths",148,"TESSy COVID-19"
"Italy","IT","deaths",239,"TESSy COVID-19"
"Italy","IT","deaths",316,"TESSy COVID-19"
"Italy","IT","deaths",373,"TESSy COVID-19"
"Italy","IT","deaths",410,"TESSy COVID-19"
"Italy","IT","deaths",403,"TESSy COVID-19"
"Italy","IT","deaths",385,"TESSy COVID-19"
"Italy","IT","deaths",345,"TESSy COVID-19"
"Italy","IT","deaths",292,"TESSy COVID-19"
"Italy","IT","deaths",245,"TESSy COVID-19"
"Italy","IT","deaths",225,"TESSy COVID-19"
"Italy","IT","deaths",238,"TESSy COVID-19"
"Italy","IT","deaths",279,"TESSy COVID-19"
"Italy","IT","deaths",312,"TESSy COVID-19"
"Italy","IT","deaths",385,"TESSy COVID-19"
"Italy","IT","deaths",450,"TESSy COVID-19"
"Italy","IT","deaths",532,"TESSy COVID-19"
"Italy","IT","deaths",581,"TESSy COVID-19"
"Italy","IT","deaths",755,"TESSy COVID-19"
"Italy","IT","deaths",879,"TESSy COVID-19"
"Italy","IT","deaths",1098,"TESSy COVID-19"
"Italy","IT","deaths",1203,"TESSy COVID-19"
"Italy","IT","deaths",1699,"TESSy COVID-19"
"Italy","IT","deaths",2300,"TESSy COVID-19"
"Italy","IT","deaths",2655,"TESSy COVID-19"
"Italy","IT","deaths",2778,"TESSy COVID-19"
"Italy","IT","deaths",2658,"TESSy COVID-19"
"Italy","IT","deaths",2212,"TESSy COVID-19"
"Italy","IT","deaths",1933,"TESSy COVID-19"
"Italy","IT","deaths",1554,"TESSy COVID-19"
"Italy","IT","deaths",1280,"TESSy COVID-19"
"Italy","IT","deaths",1009,"TESSy COVID-19"
"Italy","IT","deaths",967,"TESSy COVID-19"
"Italy","IT","deaths",1012,"TESSy COVID-19"
"Italy","IT","deaths",1104,"TESSy COVID-19"
"Italy","IT","deaths",1067,"TESSy COVID-19"
"Italy","IT","deaths",1074,"TESSy COVID-19"
"Italy","IT","deaths",1056,"TESSy COVID-19"
"Italy","IT","deaths",1039,"TESSy COVID-19"
"Italy","IT","deaths",962,"TESSy COVID-19"
"Italy","IT","deaths",811,"TESSy COVID-19"
"Italy","IT","deaths",686,"TESSy COVID-19"
"Italy","IT","deaths",555,"TESSy COVID-19"
"Italy","IT","deaths",407,"TESSy COVID-19"
"Italy","IT","deaths",414,"TESSy COVID-19"
"Italy","IT","deaths",345,"TESSy COVID-19"
"Italy","IT","deaths",445,"TESSy COVID-19"
"Italy","IT","deaths",544,"TESSy COVID-19"
"Italy","IT","deaths",812,"TESSy COVID-19"
"Italy","IT","deaths",981,"TESSy COVID-19"
"Italy","IT","deaths",1226,"TESSy COVID-19"
"Italy","IT","deaths",1208,"TESSy COVID-19"
"Italy","IT","deaths",1111,"TESSy COVID-19"
"Italy","IT","deaths",871,"TESSy COVID-19"
"Italy","IT","deaths",717,"TESSy COVID-19"
"Italy","IT","deaths",590,"TESSy COVID-19"
"Italy","IT","deaths",455,"TESSy COVID-19"
"Italy","IT","deaths",345,"TESSy COVID-19"
"Italy","IT","deaths",313,"TESSy COVID-19"
"Italy","IT","deaths",275,"TESSy COVID-19"
"Italy","IT","deaths",295,"TESSy COVID-19"
"Italy","IT","deaths",466,"TESSy COVID-19"
"Italy","IT","deaths",554,"TESSy COVID-19"
"Italy","IT","deaths",586,"TESSy COVID-19"
"Italy","IT","deaths",626,"TESSy COVID-19"
"Italy","IT","deaths",566,"TESSy COVID-19"
"Italy","IT","deaths",554,"TESSy COVID-19"
"Italy","IT","deaths",611,"TESSy COVID-19"
"Italy","IT","deaths",686,"TESSy COVID-19"
"Italy","IT","deaths",780,"TESSy COVID-19"
"Italy","IT","deaths",812,"TESSy COVID-19"
"Italy","IT","deaths",883,"TESSy COVID-19"
"Italy","IT","deaths",815,"TESSy COVID-19"
"Italy","IT","deaths",776,"TESSy COVID-19"
"Italy","IT","deaths",611,"TESSy COVID-19"
"Italy","IT","deaths",536,"TESSy COVID-19"
"Italy","IT","deaths",443,"TESSy COVID-19"
"Italy","IT","deaths",316,"TESSy COVID-19"
"Italy","IT","deaths",254,"TESSy COVID-19"
"Italy","IT","deaths",237,"TESSy COVID-19"
"Italy","IT","deaths",250,"TESSy COVID-19"
"Italy","IT","deaths",106,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",0,"TESSy COVID-19"
"Latvia","LV","cases",3,"TESSy COVID-19"
"Latvia","LV","cases",27,"TESSy COVID-19"
"Latvia","LV","cases",106,"TESSy COVID-19"
"Latvia","LV","cases",211,"TESSy COVID-19"
"Latvia","LV","cases",187,"TESSy COVID-19"
"Latvia","LV","cases",118,"TESSy COVID-19"
"Latvia","LV","cases",76,"TESSy COVID-19"
"Latvia","LV","cases",85,"TESSy COVID-19"
"Latvia","LV","cases",67,"TESSy COVID-19"
"Latvia","LV","cases",60,"TESSy COVID-19"
"Latvia","LV","cases",68,"TESSy COVID-19"
"Latvia","LV","cases",39,"TESSy COVID-19"
"Latvia","LV","cases",19,"TESSy COVID-19"
"Latvia","LV","cases",22,"TESSy COVID-19"
"Latvia","LV","cases",9,"TESSy COVID-19"
"Latvia","LV","cases",14,"TESSy COVID-19"
"Latvia","LV","cases",5,"TESSy COVID-19"
"Latvia","LV","cases",8,"TESSy COVID-19"
"Latvia","LV","cases",49,"TESSy COVID-19"
"Latvia","LV","cases",19,"TESSy COVID-19"
"Latvia","LV","cases",27,"TESSy COVID-19"
"Latvia","LV","cases",24,"TESSy COVID-19"
"Latvia","LV","cases",47,"TESSy COVID-19"
"Latvia","LV","cases",32,"TESSy COVID-19"
"Latvia","LV","cases",15,"TESSy COVID-19"
"Latvia","LV","cases",56,"TESSy COVID-19"
"Latvia","LV","cases",35,"TESSy COVID-19"
"Latvia","LV","cases",46,"TESSy COVID-19"
"Latvia","LV","cases",51,"TESSy COVID-19"
"Latvia","LV","cases",151,"TESSy COVID-19"
"Latvia","LV","cases",410,"TESSy COVID-19"
"Latvia","LV","cases",584,"TESSy COVID-19"
"Latvia","LV","cases",780,"TESSy COVID-19"
"Latvia","LV","cases",1228,"TESSy COVID-19"
"Latvia","LV","cases",1458,"TESSy COVID-19"
"Latvia","LV","cases",1959,"TESSy COVID-19"
"Latvia","LV","cases",2452,"TESSy COVID-19"
"Latvia","LV","cases",2573,"TESSy COVID-19"
"Latvia","LV","cases",3855,"TESSy COVID-19"
"Latvia","LV","cases",4338,"TESSy COVID-19"
"Latvia","LV","cases",4362,"TESSy COVID-19"
"Latvia","LV","cases",5265,"TESSy COVID-19"
"Latvia","LV","cases",5390,"TESSy COVID-19"
"Latvia","LV","cases",6167,"TESSy COVID-19"
"Latvia","LV","cases",7071,"TESSy COVID-19"
"Latvia","LV","cases",6096,"TESSy COVID-19"
"Latvia","LV","cases",5342,"TESSy COVID-19"
"Latvia","LV","cases",5233,"TESSy COVID-19"
"Latvia","LV","cases",5559,"TESSy COVID-19"
"Latvia","LV","cases",4906,"TESSy COVID-19"
"Latvia","LV","cases",4813,"TESSy COVID-19"
"Latvia","LV","cases",4667,"TESSy COVID-19"
"Latvia","LV","cases",4145,"TESSy COVID-19"
"Latvia","LV","cases",3450,"TESSy COVID-19"
"Latvia","LV","cases",3628,"TESSy COVID-19"
"Latvia","LV","cases",3631,"TESSy COVID-19"
"Latvia","LV","cases",3065,"TESSy COVID-19"
"Latvia","LV","cases",3503,"TESSy COVID-19"
"Latvia","LV","cases",3726,"TESSy COVID-19"
"Latvia","LV","cases",3982,"TESSy COVID-19"
"Latvia","LV","cases",4434,"TESSy COVID-19"
"Latvia","LV","cases",4213,"TESSy COVID-19"
"Latvia","LV","cases",4015,"TESSy COVID-19"
"Latvia","LV","cases",2967,"TESSy COVID-19"
"Latvia","LV","cases",2153,"TESSy COVID-19"
"Latvia","LV","cases",1714,"TESSy COVID-19"
"Latvia","LV","cases",1218,"TESSy COVID-19"
"Latvia","LV","cases",780,"TESSy COVID-19"
"Latvia","LV","cases",400,"TESSy COVID-19"
"Latvia","LV","cases",421,"TESSy COVID-19"
"Latvia","LV","cases",268,"TESSy COVID-19"
"Latvia","LV","cases",260,"TESSy COVID-19"
"Latvia","LV","cases",322,"TESSy COVID-19"
"Latvia","LV","cases",418,"TESSy COVID-19"
"Latvia","LV","cases",522,"TESSy COVID-19"
"Latvia","LV","cases",701,"TESSy COVID-19"
"Latvia","LV","cases",923,"TESSy COVID-19"
"Latvia","LV","cases",1274,"TESSy COVID-19"
"Latvia","LV","cases",2199,"TESSy COVID-19"
"Latvia","LV","cases",2675,"TESSy COVID-19"
"Latvia","LV","cases",3367,"TESSy COVID-19"
"Latvia","LV","cases",4226,"TESSy COVID-19"
"Latvia","LV","cases",6855,"TESSy COVID-19"
"Latvia","LV","cases",9635,"TESSy COVID-19"
"Latvia","LV","cases",14340,"TESSy COVID-19"
"Latvia","LV","cases",16957,"TESSy COVID-19"
"Latvia","LV","cases",16566,"TESSy COVID-19"
"Latvia","LV","cases",12685,"TESSy COVID-19"
"Latvia","LV","cases",8516,"TESSy COVID-19"
"Latvia","LV","cases",5776,"TESSy COVID-19"
"Latvia","LV","cases",6297,"TESSy COVID-19"
"Latvia","LV","cases",4916,"TESSy COVID-19"
"Latvia","LV","cases",4615,"TESSy COVID-19"
"Latvia","LV","cases",5195,"TESSy COVID-19"
"Latvia","LV","cases",4292,"TESSy COVID-19"
"Latvia","LV","cases",5590,"TESSy COVID-19"
"Latvia","LV","cases",10830,"TESSy COVID-19"
"Latvia","LV","cases",15943,"TESSy COVID-19"
"Latvia","LV","cases",31747,"TESSy COVID-19"
"Latvia","LV","cases",53448,"TESSy COVID-19"
"Latvia","LV","cases",61116,"TESSy COVID-19"
"Latvia","LV","cases",68517,"TESSy COVID-19"
"Latvia","LV","cases",67322,"TESSy COVID-19"
"Latvia","LV","cases",63560,"TESSy COVID-19"
"Latvia","LV","cases",52036,"TESSy COVID-19"
"Latvia","LV","cases",40796,"TESSy COVID-19"
"Latvia","LV","cases",28702,"TESSy COVID-19"
"Latvia","LV","cases",19582,"TESSy COVID-19"
"Latvia","LV","cases",11914,"TESSy COVID-19"
"Latvia","LV","cases",6264,"TESSy COVID-19"
"Latvia","LV","cases",4377,"TESSy COVID-19"
"Latvia","LV","cases",4140,"TESSy COVID-19"
"Latvia","LV","cases",2907,"TESSy COVID-19"
"Latvia","LV","cases",1906,"TESSy COVID-19"
"Latvia","LV","cases",1433,"TESSy COVID-19"
"Latvia","LV","cases",1157,"TESSy COVID-19"
"Latvia","LV","cases",1218,"TESSy COVID-19"
"Latvia","LV","cases",1026,"TESSy COVID-19"
"Latvia","LV","cases",1227,"TESSy COVID-19"
"Latvia","LV","cases",1498,"TESSy COVID-19"
"Latvia","LV","cases",1523,"TESSy COVID-19"
"Latvia","LV","cases",3409,"TESSy COVID-19"
"Latvia","LV","cases",3867,"TESSy COVID-19"
"Latvia","LV","cases",5493,"TESSy COVID-19"
"Latvia","LV","cases",8574,"TESSy COVID-19"
"Latvia","LV","cases",9066,"TESSy COVID-19"
"Latvia","LV","cases",9733,"TESSy COVID-19"
"Latvia","LV","cases",9574,"TESSy COVID-19"
"Latvia","LV","cases",8177,"TESSy COVID-19"
"Latvia","LV","cases",5479,"TESSy COVID-19"
"Latvia","LV","cases",4909,"TESSy COVID-19"
"Latvia","LV","cases",5623,"TESSy COVID-19"
"Latvia","LV","cases",8368,"TESSy COVID-19"
"Latvia","LV","cases",8470,"TESSy COVID-19"
"Latvia","LV","cases",7816,"TESSy COVID-19"
"Latvia","LV","cases",6719,"TESSy COVID-19"
"Latvia","LV","cases",5189,"TESSy COVID-19"
"Latvia","LV","cases",4373,"TESSy COVID-19"
"Latvia","LV","cases",3521,"TESSy COVID-19"
"Latvia","LV","cases",2874,"TESSy COVID-19"
"Latvia","LV","cases",2541,"TESSy COVID-19"
"Latvia","LV","cases",2312,"TESSy COVID-19"
"Latvia","LV","cases",3124,"TESSy COVID-19"
"Latvia","LV","cases",2757,"TESSy COVID-19"
"Latvia","LV","cases",2842,"TESSy COVID-19"
"Latvia","LV","cases",2310,"TESSy COVID-19"
"Latvia","LV","cases",2191,"TESSy COVID-19"
"Latvia","LV","cases",1327,"TESSy COVID-19"
"Latvia","LV","cases",393,"TESSy COVID-19"
"Latvia","LV","cases",264,"TESSy COVID-19"
"Latvia","LV","cases",177,"TESSy COVID-19"
"Latvia","LV","cases",154,"TESSy COVID-19"
"Latvia","LV","cases",177,"TESSy COVID-19"
"Latvia","LV","cases",194,"TESSy COVID-19"
"Latvia","LV","cases",171,"TESSy COVID-19"
"Latvia","LV","cases",158,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",5,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",5,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",0,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",1,"TESSy COVID-19"
"Latvia","LV","deaths",4,"TESSy COVID-19"
"Latvia","LV","deaths",16,"TESSy COVID-19"
"Latvia","LV","deaths",20,"TESSy COVID-19"
"Latvia","LV","deaths",25,"TESSy COVID-19"
"Latvia","LV","deaths",30,"TESSy COVID-19"
"Latvia","LV","deaths",40,"TESSy COVID-19"
"Latvia","LV","deaths",58,"TESSy COVID-19"
"Latvia","LV","deaths",63,"TESSy COVID-19"
"Latvia","LV","deaths",103,"TESSy COVID-19"
"Latvia","LV","deaths",106,"TESSy COVID-19"
"Latvia","LV","deaths",127,"TESSy COVID-19"
"Latvia","LV","deaths",96,"TESSy COVID-19"
"Latvia","LV","deaths",189,"TESSy COVID-19"
"Latvia","LV","deaths",140,"TESSy COVID-19"
"Latvia","LV","deaths",151,"TESSy COVID-19"
"Latvia","LV","deaths",155,"TESSy COVID-19"
"Latvia","LV","deaths",111,"TESSy COVID-19"
"Latvia","LV","deaths",99,"TESSy COVID-19"
"Latvia","LV","deaths",107,"TESSy COVID-19"
"Latvia","LV","deaths",88,"TESSy COVID-19"
"Latvia","LV","deaths",78,"TESSy COVID-19"
"Latvia","LV","deaths",63,"TESSy COVID-19"
"Latvia","LV","deaths",62,"TESSy COVID-19"
"Latvia","LV","deaths",46,"TESSy COVID-19"
"Latvia","LV","deaths",71,"TESSy COVID-19"
"Latvia","LV","deaths",56,"TESSy COVID-19"
"Latvia","LV","deaths",68,"TESSy COVID-19"
"Latvia","LV","deaths",52,"TESSy COVID-19"
"Latvia","LV","deaths",67,"TESSy COVID-19"
"Latvia","LV","deaths",50,"TESSy COVID-19"
"Latvia","LV","deaths",66,"TESSy COVID-19"
"Latvia","LV","deaths",65,"TESSy COVID-19"
"Latvia","LV","deaths",47,"TESSy COVID-19"
"Latvia","LV","deaths",37,"TESSy COVID-19"
"Latvia","LV","deaths",39,"TESSy COVID-19"
"Latvia","LV","deaths",24,"TESSy COVID-19"
"Latvia","LV","deaths",24,"TESSy COVID-19"
"Latvia","LV","deaths",16,"TESSy COVID-19"
"Latvia","LV","deaths",2,"TESSy COVID-19"
"Latvia","LV","deaths",9,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",3,"TESSy COVID-19"
"Latvia","LV","deaths",4,"TESSy COVID-19"
"Latvia","LV","deaths",4,"TESSy COVID-19"
"Latvia","LV","deaths",8,"TESSy COVID-19"
"Latvia","LV","deaths",9,"TESSy COVID-19"
"Latvia","LV","deaths",16,"TESSy COVID-19"
"Latvia","LV","deaths",32,"TESSy COVID-19"
"Latvia","LV","deaths",36,"TESSy COVID-19"
"Latvia","LV","deaths",54,"TESSy COVID-19"
"Latvia","LV","deaths",61,"TESSy COVID-19"
"Latvia","LV","deaths",79,"TESSy COVID-19"
"Latvia","LV","deaths",133,"TESSy COVID-19"
"Latvia","LV","deaths",208,"TESSy COVID-19"
